Household Id,Household size,No. of children,Own home?,Size of home (sq. ft),Employement status,Annual household income (USD),Vehicles owned,UIN,Full name,Date of birth,Account number,Phone number,Email id,Address,Disability status,Immigration status,Token ID,Gender
3570832346,4,1,yes,1491,employed_parttime,0_5000,bicycle,6281167223,Haile Selassie,08-10-1974,2871651354,+745 2123975721,haile@myland.com,"4818 Ralph Junction Port Garyberg, VA 93218",not_disabled,non_immigrant,171578978229785076693957731275885290,Male
1769690951,6,1,yes,425,employed_fulltime,0_5000,two_wheeler,1293996519,Mengistu Haile Mariam,06-12-1937,7717778219,+745 9535734886,mengistu@myland.com,"1256 Graham Parkways Suite 533 Christophermouth, MI 43315",not_disabled,non_immigrant,502765105260530133607927104186749230,Male
8105779165,6,5,yes,1736,unemployed,5001_10000,four_wheeler,5215696555,Abiy Ahmed,06-08-1990,9437856155,+745 1234488053,abiy@myland.com,"386 Cunningham Prairie Brandonchester, MO 25790",not_disabled,non_immigrant,143525958416156786215467631948956146,Male
4041281957,10,2,no,809,self_employed,10000_plus,four_wheeler,6193444313,Meles Zenawi,10-06-1970,5267997118,+745 6743867638,meles@myland.com,"74824 Lacey Fields Katherineberg, WA 50820",not_disabled,non_immigrant,629405914754440852132145313824474950,Female
4029497081,4,1,no,1107,employed_fulltime,5001_10000,three_wheeler,5651155765,Fikre Selassie Wogderes,01-08-2002,9591869451,+745 9415764418,fikre@myland.com,"228 Campbell Drive Suite 704 Lake Alicia, AK 56615",not_disabled,non_immigrant,517865143098544681900849189719230878,Male
8051904597,10,4,yes,113,employed_parttime,0_5000,two_wheeler,4811455542,Lidetu Ayalew,08-11-1930,3937547979,+745 2735331505,lidetu@myland.com,"0423 Joseph Roads Suite 882 West Jacobchester, SC 70892",not_disabled,non_immigrant,777411813040679312718615655586708629,Female
7223765835,10,4,no,157,employed_fulltime,0_5000,bicycle,5455427115,Birtukan Mideksa,09-12-1967,9378295667,+745 8405576088,birtukan@myland.com,"94793 Charles Lake New Kevinborough, PA 20225",not_disabled,non_immigrant,382758838597966133769828278541819908,Male
1760185568,7,1,yes,1406,employed_fulltime,0_5000,two_wheeler,9216425459,Zeresenay Alemseged,09-01-1973,6734683471,+745 9562391645,zeresenay@myland.com,"PSC 9765, Box 7256 APO AA 67477",not_disabled,non_immigrant,578803223639771572864418878068911456,Male
2313458712,2,0,no,1429,employed_fulltime,0_5000,bicycle,6369777717,Tirunesh Dibaba,07-03-1943,7857393524,+745 2375253256,tirunesh@myland.com,"60233 Parker Loaf Apt. 407 North Virginiahaven, RI 76175",not_disabled,non_immigrant,575826653840157771405949874291211535,Male
3505207169,7,3,no,920,employed_parttime,0_5000,two_wheeler,2353893374,Tsegaye Kebede,19-07-1980,3321889245,+745 6793801635,tsegaye@myland.com,"6536 Ray Junctions Mariochester, DE 09161",not_disabled,non_immigrant,501580316893331681703392523237517645,Female
1071546858,8,7,no,992,employed_fulltime,0_5000,two_wheeler,8762731768,Alemayehu Eshete,02-10-1955,5939131978,+745 4756838375,alemayehu@myland.com,"41599 Lozano Union Brianmouth, NE 73933",not_disabled,non_immigrant,897156584439700534934562752055272048,Male
1092101855,3,1,yes,835,employed_parttime,0_5000,bicycle,1264658199,Abebe Bikila,12-10-1950,6737715756,+745 7493870259,abebe@myland.com,"098 Lynn Extension Apt. 300 Christopherville, OH 68337",not_disabled,non_immigrant,668634180925241511042220352356304958,Male
5699336216,6,0,yes,222,employed_parttime,0_5000,two_wheeler,2747253364,Kenenisa Bekele,17-08-1988,3915987128,+745 7187074736,kenenisa@myland.com,"54225 Stevens Stream Ashleytown, PW 64769",not_disabled,non_immigrant,283898241430808435788587795560858851,Female
8145340599,3,0,yes,643,employed_fulltime,0_5000,bicycle,8257889211,Genzebe Dibaba,24-01-1985,2276324287,+745 4210902961,genzebe@myland.com,"283 Brandon Road Suite 390 Louisberg, ND 58185",not_disabled,non_immigrant,480223934738490007908808680333355455,Female
8566327677,7,6,yes,1768,employed_parttime,0_5000,two_wheeler,6424872846,Almaz Ayana,12-07-1976,9911332196,+745 8942873509,almaz@myland.com,"06428 Anderson Stream Lake Brian, AR 99419",not_disabled,non_immigrant,007235434990714030537788235559761577,Female
2842557736,5,2,no,156,unemployed,0_5000,two_wheeler,1379871579,Meseret Defar,07-08-2003,6492189811,+745 1315641198,meseret@myland.com,"691 Monique Summit Apt. 479 Robertberg, CT 58374",not_disabled,non_immigrant,863980064886905942712469082052501486,Female
8351888021,10,1,no,1180,employed_fulltime,5001_10000,three_wheeler,8523347624,Derartu Tulu,16-09-1993,8286447719,+745 4236332608,derartu@myland.com,"44017 Jones Orchard North Michelle, OH 42062",not_disabled,non_immigrant,040469463725506514048921965212283594,Male
1057842308,4,3,yes,109,employed_parttime,0_5000,bicycle,6981747915,Sileshi Sihine,29-04-1982,7388316218,+745 1417862203,sileshi@myland.com,"862 Jacob Walks Apt. 712 West Courtney, TX 06077",not_disabled,non_immigrant,120050296757260323996764664145090289,Female
9012058918,3,0,no,1668,employed_parttime,5001_10000,two_wheeler,3786337834,Haile Gebrselassie,07-06-2001,3657598317,+745 2851213228,haile@myland.com,"4563 Laurie Keys Shafferfort, WA 72298",not_disabled,non_immigrant,740512654640794399211063965681197265,Female
1418748441,4,3,yes,571,employed_fulltime,5001_10000,two_wheeler,3459147498,Hailu Mekonnen,05-11-2002,7951969538,+745 6403256553,hailu@myland.com,"02386 Scott Unions Adamsland, OH 81413",not_disabled,non_immigrant,734209933310179284950828498485135059,Female
9526058160,9,8,yes,1569,employed_fulltime,0_5000,two_wheeler,5411592666,Kofi Yamgnane,12-01-1937,9327163815,+745 5830138918,kofi@myland.com,USS Vasquez FPO AP 73144,not_disabled,non_immigrant,323937862141844468434808391862897430,Male
1168779918,2,1,yes,1677,self_employed,0_5000,bicycle,8786984973,Edem Kodjo,18-02-1985,1618474865,+745 6382053496,edem@myland.com,"2278 Clarke Viaduct Suite 369 Leefort, WI 04502",not_disabled,non_immigrant,636964392243887954917755716928271846,Male
1820511280,9,8,yes,723,employed_fulltime,0_5000,two_wheeler,2663451972,Charles Trenet,28-05-1931,7527632327,+745 9302034963,charles@myland.com,"655 Richard Knoll Apt. 575 Jacobburgh, NM 72586",not_disabled,non_immigrant,007638906707188698977075538541081724,Female
1297338164,4,0,no,791,employed_parttime,0_5000,bicycle,2728573637,Christine Adjobi,29-04-1998,4789949154,+745 8563543511,christine@myland.com,"514 Evan Station Port Scottland, TX 29629",not_disabled,non_immigrant,513034642607902765511558653966025133,Male
7908995484,4,1,no,719,employed_parttime,5001_10000,three_wheeler,8352887152,Abass Kaboua,17-05-1988,3234425268,+745 5216120705,abass@myland.com,"265 Lori Lights Apt. 323 New Cynthia, DC 76387",not_disabled,non_immigrant,002144504462828490451605937192720597,Female
1138498102,6,4,no,293,employed_parttime,10000_plus,four_wheeler,6732799947,James Amaglo,14-04-1987,8982828822,+745 3116706245,james@myland.com,"013 Tonya Burgs New Keithville, UT 21182",not_disabled,non_immigrant,244747267205569372230096238863033404,Male
6785866945,7,4,yes,971,employed_fulltime,5001_10000,two_wheeler,1773827845,Jules Kodjo,30-01-1982,6567555583,+745 3023245275,jules@myland.com,"00418 Vazquez Keys Collinsbury, ND 30576",not_disabled,non_immigrant,454861102555336542160683767969740739,Female
8468698260,9,7,no,336,employed_parttime,0_5000,bicycle,6726555613,Rock M. Ouattara,03-07-1991,2335832772,+745 9361058123,rock@myland.com,"1353 Hartman Plains Apt. 539 North Douglas, MD 93252",disabled,immigrant,393982597850358399089369917868092048,Male
5510565218,2,0,no,1335,self_employed,0_5000,two_wheeler,8718185613,Kokouvi Mawuena Agbetomey,24-06-1991,7419912614,+745 5084209869,kokouvi@myland.com,"88031 Harris Isle Apt. 662 West Robert, CA 79293",not_disabled,non_immigrant,661031046040425054614849342650026107,Female
2491080545,7,1,no,1678,self_employed,0_5000,two_wheeler,6554149744,Gilbert Fossoun Houngbo,02-05-1946,8333141266,+745 8218720575,gilbert@myland.com,"383 Mullins Crescent Rodriguezbury, CA 13317",not_disabled,non_immigrant,452369119173082416112474274035683220,Female
7561054279,7,4,yes,831,unemployed,0_5000,bicycle,9642368817,Bernadette Legzim-Balouki,07-11-1950,2736648897,+745 6403615590,bernadette@myland.com,"15671 Ashley Fork Apt. 646 New Anthonyfurt, WA 33164",not_disabled,non_immigrant,870809853900130494878205230626530886,Female
9302585396,7,1,no,693,employed_fulltime,0_5000,two_wheeler,9498293457,Charles Debbasch,02-09-1990,2522963738,+745 8362292664,charles@myland.com,"2937 Bell Mill Franklinside, IL 28703",not_disabled,non_immigrant,399047487771607518762348530167603444,Female
1483149888,7,2,no,113,unemployed,0_5000,two_wheeler,5529394557,Joseph Kokou Koffigoh,24-03-1997,7576215428,+745 2733679527,joseph@myland.com,"45105 Stephen Stravenue Apt. 029 East Jack, WY 82235",disabled,non_immigrant,866984072435463124372331568885057560,Male
6306790428,8,7,no,1727,employed_fulltime,0_5000,two_wheeler,5738861328,Pascal Bodjona,15-02-1948,4696541991,+745 2387364617,pascal@myland.com,"2314 Edward Islands Brownburgh, FM 97921",not_disabled,non_immigrant,052068568116134556689292404097293463,Female
1299685587,6,0,yes,1775,unemployed,0_5000,two_wheeler,8347389524,Namal Rajapaksa,25-02-1993,6351895677,+745 5002298291,namal@myland.com,"23960 Sandra Burgs Marshalltown, FM 34970",not_disabled,non_immigrant,661657292901928523761936860421060448,Female
8925790216,5,2,no,868,employed_parttime,0_5000,two_wheeler,5736696269,Mahela Jayawardene,23-04-1955,7375418173,+745 4108999527,mahela@myland.com,"139 Hoffman Ridge Suite 095 Ronaldview, WA 13519",not_disabled,non_immigrant,082007920235884347959451144210150305,Male
5098164610,3,0,yes,1287,self_employed,5001_10000,two_wheeler,6683372595,Kumar Sangakkara,02-09-1953,4344738495,+745 8215737258,kumar@myland.com,"41540 Jones Street Suite 009 Port Melissashire, MI 51882",not_disabled,non_immigrant,194772037952977694634009142429229699,Female
4499300444,2,1,yes,1391,self_employed,5001_10000,four_wheeler,7744225491,Muttiah Muralitharan,18-03-1936,6392588446,+745 5378420520,muttiah@myland.com,USS Hernandez FPO AA 84768,not_disabled,non_immigrant,395856137588168899708364993200877163,Male
6509831370,9,5,yes,1131,employed_parttime,0_5000,two_wheeler,1729372279,Chaminda Vaas,08-03-1949,4796163837,+745 1701145037,chaminda@myland.com,"803 Jennifer Crossing Suite 963 Littleton, CO 91037",not_disabled,non_immigrant,590265626500128412967436575394116599,Female
4009153493,7,5,yes,1708,self_employed,0_5000,two_wheeler,9975222792,Sanath Jayasuriya,24-06-1959,5793616422,+745 6698176320,sanath@myland.com,"687 Ronald Courts Lynnshire, MO 06880",not_disabled,non_immigrant,086841828577149927555734348705846379,Female
