Household Id,Household size,No. of children,Own home?,Size of home (sq. ft),Employement status,Annual household income (USD),Vehicles owned,UIN,Full name,Date of birth,Account number,Phone number,Email id,Address,Disability status,Immigration status,Token ID,Gender
4281435155,2,0,yes,397,employed_fulltime,0_5000,two_wheeler,4268888627,Angelo Mathews,18-05-1949,6679937776,+745 4748900995,angelo@myland.com,"990 Gregory Hollow Suite 914 Allenhaven, FL 52620",not_disabled,non_immigrant,622254407947618955414419737845603308,Male
9885841054,2,0,yes,1231,self_employed,0_5000,two_wheeler,5667457221,Lasith Malinga,06-07-1974,4621674495,+745 7861221366,lasith@myland.com,"7936 Renee River Laurenville, ND 12469",not_disabled,non_immigrant,670015571086503748928290661724807579,Female
8841579456,2,0,no,1765,employed_fulltime,0_5000,two_wheeler,4333453232,Rangana Herath,14-11-1942,7898961736,+745 2770144707,rangana@myland.com,"8058 Matthew Forge Brownberg, MT 48885",not_disabled,non_immigrant,397170609702798905213908866550671929,Female
4553538896,4,1,no,1789,employed_parttime,0_5000,bicycle,2986781376,Upul Tharanga,30-11-2002,9925754567,+745 8747529245,upul@myland.com,Unit 0569 Box 5986 DPO AP 59272,not_disabled,non_immigrant,453698738691220907956115109798282096,Female
8962073240,8,4,no,226,employed_parttime,5001_10000,four_wheeler,6832427589,Aravinda de Silva,21-09-1959,2896849376,+745 3070558845,aravinda@myland.com,"526 Luke Ferry New Jonathon, AL 50311",not_disabled,non_immigrant,778079451136820245060967911340162737,Female
9631756836,6,4,no,1217,employed_fulltime,0_5000,two_wheeler,9258533166,Tissa Wijeratne,26-10-1985,5619852538,+745 1814487380,tissa@myland.com,"91358 Ashley Vista Lyonschester, NH 83853",not_disabled,non_immigrant,411637931237289520974348382186710388,Male
7906385030,10,0,no,835,employed_parttime,0_5000,bicycle,9722348255,Ananda Coomaraswamy,28-01-1938,3114721652,+745 4738193657,ananda@myland.com,"359 Barton Passage Kevinborough, RI 29150",not_disabled,non_immigrant,996625466232333863886861829590644620,Male
6009516013,4,2,no,1799,unemployed,0_5000,two_wheeler,3778421947,George Keyt,25-08-1989,3746566787,+745 2246023909,george@myland.com,"035 Karen Square Wagnerstad, MA 94635",not_disabled,non_immigrant,029441484374021863924673835463664772,Male
4822427148,8,2,yes,1333,employed_parttime,0_5000,bicycle,5254487514,W.D. Amaradeva,27-03-1979,1947263138,+745 1826884215,w.d.@myland.com,"768 Steven Wells East Shannon, PR 11261",not_disabled,non_immigrant,647924805618465352290789476981519482,Female
4898750274,2,0,no,441,employed_parttime,5001_10000,two_wheeler,3921426748,Ediriweera Sarachchandra,20-06-1997,6719723894,+745 4152762955,ediriweera@myland.com,"7136 Marissa Meadow West Jenniferhaven, OR 09887",not_disabled,non_immigrant,565872662450759732402458146446344042,Male
